perturbation,ssim,pearson,pred_base,pred_pert,pred_changed,prob_class_base,prob_class_pert,filename,model,class_idx,class_name,prob_pred
noise_sigma6,0.977745236413626,0.9941750085828736,4,4,0,0.9672015905380249,0.9712796211242676,WBBT1.jpg,resnet50,4,Wavy bedding,0.9672015905380249
blur_sigma2,0.904064588500824,0.9674798105513089,4,4,0,0.9672015905380249,0.9751520752906799,WBBT1.jpg,resnet50,4,Wavy bedding,0.9672015905380249
shift_5px,0.6299381510642902,0.8316462359649177,4,4,0,0.9672015905380249,0.9475599527359009,WBBT1.jpg,resnet50,4,Wavy bedding,0.9672015905380249
bright_plus10,0.9875189316271732,0.9984453281625437,4,4,0,0.9580801725387573,0.9556604623794556,WBBT2.jpg,resnet50,4,Wavy bedding,0.9580801725387573
bright_minus10,0.9845721212694435,0.9983068163979181,4,4,0,0.9580801725387573,0.9597591757774353,WBBT2.jpg,resnet50,4,Wavy bedding,0.9580801725387573
noise_sigma6,0.9907618719322815,0.9982137183967924,4,4,0,0.9580801725387573,0.9583395719528198,WBBT2.jpg,resnet50,4,Wavy bedding,0.9580801725387573
blur_sigma2,0.7971103685146529,0.8864020731090193,4,4,0,0.9580801725387573,0.9683427214622498,WBBT2.jpg,resnet50,4,Wavy bedding,0.9580801725387573
shift_5px,0.7519380874656202,0.931325122578413,4,4,0,0.9580801725387573,0.9389404058456421,WBBT2.jpg,resnet50,4,Wavy bedding,0.9580801725387573
bright_plus10,0.9793565047177569,0.9942098163360901,4,4,0,0.6092520952224731,0.4453863203525543,image14.jpg,resnet50,4,Wavy bedding,0.6092520952224731
bright_minus10,0.9669754502636527,0.9917560428074408,4,4,0,0.6092520952224731,0.7049945592880249,image14.jpg,resnet50,4,Wavy bedding,0.6092520952224731
noise_sigma6,0.9776266219840488,0.9912291789079902,4,4,0,0.6092520952224731,0.6055503487586975,image14.jpg,resnet50,4,Wavy bedding,0.6092520952224731
blur_sigma2,0.8218320968022587,0.8888830562592995,4,4,0,0.6092520952224731,0.3795885145664215,image14.jpg,resnet50,4,Wavy bedding,0.6092520952224731
shift_5px,0.7242384746899388,0.873150462007191,4,4,0,0.6092520952224731,0.8401513695716858,image14.jpg,resnet50,4,Wavy bedding,0.6092520952224731
